SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,702 E 51st St #3,Chicago,IL,60615,269900,3,2.0,Parkview Condos,1600,,1906,3,169,377,Active,,,https://www.redfin.com/IL/Chicago/702-E-51st-St-60615/unit-3/home/12761478,MRED,11903334,N,Y,41.8025023,-87.6087538
MLS Listing,,Multi-Family (2-4 Unit),7230 S Union Ave,Chicago,IL,60621,224900,6,2.0,CHI - Englewood,,3484,1904,3,,,Active,,,https://www.redfin.com/IL/Chicago/7230-S-Union-Ave-60621/home/23098326,MRED,11890813,N,Y,41.7624735,-87.6418684
MLS Listing,,Condo/Co-op,222 S Racine Ave #507,Chicago,IL,60607,450000,2,2.0,CHI - Near West Side,1425,,1997,3,316,570,Active,,,https://www.redfin.com/IL/Chicago/222-S-Racine-Ave-60607/unit-507/home/12712797,MRED,11900173,N,Y,41.8783928,-87.6572885
MLS Listing,,Single Family Residential,3435 N Tripp Ave,Chicago,IL,60641,564000,5,3.5,CHI - Irving Park,2305,3750,1915,3,245,,Active,October-14-2023 11:00 AM,October-14-2023 01:00 PM,https://www.redfin.com/IL/Chicago/3435-N-Tripp-Ave-60641/home/13456354,MRED,11902908,N,Y,41.9436986,-87.7331907
MLS Listing,,Condo/Co-op,680 S Federal St #708,Chicago,IL,60605,202000,1,1.0,Printers Square,,,1910,3,,500,Active,,,https://www.redfin.com/IL/Chicago/680-S-Federal-St-60605/unit-708/home/18917190,MRED,11900833,N,Y,41.8730948,-87.629905
MLS Listing,,Single Family Residential,6933 S East End Ave,Chicago,IL,60649,325000,4,3.0,CHI - South Shore,1440,31058,2000,4,226,,Active,,,https://www.redfin.com/IL/Chicago/6933-S-East-End-Ave-60649/home/13926990,MRED,11890411,N,Y,41.7688714,-87.5824877
MLS Listing,,Single Family Residential,3752 W 87th St,Chicago,IL,60652,199900,3,1.0,CHI - Ashburn,1020,,1956,4,196,,Active,,,https://www.redfin.com/IL/Chicago/3752-W-87th-St-60652/home/13967007,MRED,11897555,N,Y,41.7352129,-87.7162803
MLS Listing,,Condo/Co-op,1875 N Winnebago Ave Unit 1E,Chicago,IL,60647,375000,2,3.0,CHI - Logan Square,,,2001,4,,361,Active,,,https://www.redfin.com/IL/Chicago/1875-N-Winnebago-Ave-60647/unit-1E/home/187838715,MRED,11901786,N,Y,41.9154697,-87.6865606
MLS Listing,,Condo/Co-op,2028 W Augusta Blvd Unit 2E,Chicago,IL,60622,485000,2,2.0,CHI - West Town,1250,,2008,4,388,197,Active,,,https://www.redfin.com/IL/Chicago/2028-W-Augusta-Blvd-60622/unit-2E/home/26812669,MRED,11897414,N,Y,41.8997658,-87.6783192
MLS Listing,,Condo/Co-op,3705 W Altgeld St #1,Chicago,IL,60647,250000,2,1.0,CHI - Logan Square,,,1932,4,,211,Active,,,https://www.redfin.com/IL/Chicago/3705-W-Altgeld-St-60647/unit-1/home/23019906,MRED,11896491,N,Y,41.9262115,-87.719918
MLS Listing,,Single Family Residential,2937 N Neenah Ave,Chicago,IL,60634,400000,4,2.0,CHI - Belmont Cragin,,3750,1928,4,,,Active,,,https://www.redfin.com/IL/Chicago/2937-N-Neenah-Ave-60634/home/13433912,MRED,11900744,N,Y,41.9339264,-87.789188
MLS Listing,,Condo/Co-op,240 E Illinois St #2603,Chicago,IL,60611,424000,1,1.0,CHI - Near North Side,,,2008,5,,745,Active,,,https://www.redfin.com/IL/Chicago/240-E-Illinois-St-60611/unit-2603/home/13150347,MRED,11893387,N,Y,41.8911546,-87.6210377
MLS Listing,,Single Family Residential,4339 S Oakenwald Ave,Chicago,IL,60653,729000,4,3.0,CHI - Kenwood,3200,3092,2000,5,228,,Active,October-14-2023 11:00 AM,October-14-2023 01:00 PM,https://www.redfin.com/IL/Chicago/4339-S-Oakenwald-Ave-60653/home/12784933,MRED,11901166,N,Y,41.8159812,-87.5965146
MLS Listing,,Single Family Residential,2309 N Geneva Ter,Chicago,IL,60614,3095000,7,6.5,CHI - Lincoln Park,8000,2574,1893,5,387,,Active,,,https://www.redfin.com/IL/Chicago/2309-N-Geneva-Ter-60614/home/13350932,MRED,11900836,N,Y,41.9241175,-87.6436681
MLS Listing,,Single Family Residential,2010 Brummel St,Evanston,IL,60202,489000,4,3.0,Evanston,2183,,1952,5,224,,Active,,,https://www.redfin.com/IL/Evanston/2010-Brummel-St-60202/home/13604833,MRED,11893415,N,Y,42.0208988,-87.7013428
MLS Listing,,Condo/Co-op,2419 W Hollywood Ave #3,Chicago,IL,60659,169000,2,1.0,CHI - West Ridge,900,,1930,5,188,251,Active,,,https://www.redfin.com/IL/Chicago/2419-W-Hollywood-Ave-60659/unit-3/home/18929362,MRED,11895149,N,Y,41.9848308,-87.6902736
MLS Listing,,Condo/Co-op,1635 W Pratt Blvd Unit 3N,Chicago,IL,60626,215000,2,1.0,CHI - Rogers Park,850,,1924,5,253,330,Active,,,https://www.redfin.com/IL/Chicago/1635-W-Pratt-Blvd-60626/unit-3N/home/12605338,MRED,11887991,N,Y,42.005079,-87.671362
MLS Listing,,Condo/Co-op,4218 S King Dr Unit 1N,Chicago,IL,60653,255000,3,2.0,CHI - Grand Boulevard,1465,,2004,5,174,250,Active,,,https://www.redfin.com/IL/Chicago/4218-S-King-Dr-60653/unit-1N/home/18941022,MRED,11900674,N,Y,41.8178568,-87.6174066
MLS Listing,,Condo/Co-op,757 N Orleans St #1408,Chicago,IL,60654,384000,2,1.5,CHI - Near North Side,1070,,2008,7,359,632,Active,,,https://www.redfin.com/IL/Chicago/757-N-Orleans-St-60654/unit-1408/home/52637273,MRED,11899242,N,Y,41.8963014,-87.6365635
MLS Listing,,Condo/Co-op,3737 N Leavitt St Unit 1N,Chicago,IL,60618,299900,2,1.0,CHI - North Center,850,,2004,7,353,300,Active,,,https://www.redfin.com/IL/Chicago/3737-N-Leavitt-St-60618/unit-1N/home/13388911,MRED,11899216,N,Y,41.9497693,-87.6833475
MLS Listing,,Vacant Land,2434 N Saint Louis Ave,Chicago,IL,60647,415000,,,CHI - Logan Square,,3049,,7,,,Active,,,https://www.redfin.com/IL/Chicago/2434-N-Saint-Louis-Ave-60647/home/13444893,MRED,11898516,N,Y,41.9256343,-87.7149278
MLS Listing,,Multi-Family (2-4 Unit),3657 N Lotus Ave,Chicago,IL,60641,730000,6,3.5,CHI - Portage Park,,3750,1925,7,,,Active,,,https://www.redfin.com/IL/Chicago/3657-N-Lotus-Ave-60641/home/187793645,MRED,11894164,N,Y,41.9476172,-87.7628491
MLS Listing,,Condo/Co-op,175 E Delaware Pl #7508,Chicago,IL,60611,2449900,4,4.5,CHI - Near North Side,4200,,1970,10,583,3998,Active,,,https://www.redfin.com/IL/Chicago/175-E-Delaware-Pl-60611/unit-7508/home/14119131,MRED,11897515,N,Y,41.8989444,-87.6227945
MLS Listing,,Condo/Co-op,1636 W Melrose St #104,Chicago,IL,60657,239000,1,1.0,CHI - Lake View,,,1925,10,,197,Active,,,https://www.redfin.com/IL/Chicago/1636-W-Melrose-St-60657/unit-104/home/12743685,MRED,11895185,N,Y,41.9408453,-87.6701752
MLS Listing,,Townhouse,2405 W Flournoy St Unit B,Chicago,IL,60612,349900,2,1.5,CHI - Near West Side,1500,,1997,11,233,216,Active,,,https://www.redfin.com/IL/Chicago/2405-W-Flournoy-St-60612/unit-B/home/12791576,MRED,11890328,N,Y,41.8728108,-87.6865178
MLS Listing,,Condo/Co-op,3338 N Paulina St Unit 2S,Chicago,IL,60657,349000,2,1.0,CHI - Lake View,,,1901,11,,300,Active,October-14-2023 11:00 AM,October-14-2023 01:00 PM,https://www.redfin.com/IL/Chicago/3338-N-Paulina-St-60657/unit-2S/home/183807156,MRED,11893652,N,Y,41.9426895,-87.6713533
MLS Listing,,Condo/Co-op,222 E Chestnut St Unit 6B,Chicago,IL,60611,775000,3,2.5,CHI - Near North Side,2400,,1931,11,323,1852,Active,,,https://www.redfin.com/IL/Chicago/222-E-Chestnut-St-60611/unit-6B/home/14118748,MRED,11894300,N,Y,41.8986915,-87.6209133
MLS Listing,,Condo/Co-op,2024 S Wabash Ave #204,Chicago,IL,60616,294900,2,2.0,CHI - Loop,1290,,1920,11,229,673,Active,,,https://www.redfin.com/IL/Chicago/2024-S-Wabash-Ave-60616/unit-204/home/12750218,MRED,11888309,N,Y,41.8546146,-87.6260075
MLS Listing,,Single Family Residential,2717 W Adams St,Chicago,IL,60612,550000,4,3.0,CHI - East Garfield Park,2200,3049,1900,11,250,,Active,,,https://www.redfin.com/IL/Chicago/2717-W-Adams-St-60612/home/13258397,MRED,11894722,N,Y,41.8781704,-87.6945124
MLS Listing,,Condo/Co-op,2452 N Racine Ave Unit 3N,Chicago,IL,60614,515000,2,1.0,CHI - Lincoln Park,1200,,1910,11,429,380,Active,,,https://www.redfin.com/IL/Chicago/2452-N-Racine-Ave-60614/unit-3N/home/44587103,MRED,11895715,N,Y,41.926814,-87.6588422
MLS Listing,,Multi-Family (2-4 Unit),6667 S Michigan Ave,Chicago,IL,60637,374999,11,6.0,CHI - Greater Grand Crossing,,,2000,12,,,Active,,,https://www.redfin.com/IL/Chicago/6667-S-Michigan-Ave-60637/home/13931070,MRED,11888978,N,Y,41.773029,-87.622398
MLS Listing,,Townhouse,2220 N Lakewood Ave,Chicago,IL,60614,875000,3,2.5,CHI - Lincoln Park,,,1984,12,,350,Active,,,https://www.redfin.com/IL/Chicago/2220-N-Lakewood-Ave-60614/home/13353426,MRED,11885675,N,Y,41.9222891,-87.6610541
MLS Listing,,Condo/Co-op,3255 N Seminary Ave Unit A,Chicago,IL,60657,524900,2,2.0,CHI - Lake View,,,1988,12,,133,Active,,,https://www.redfin.com/IL/Chicago/3255-N-Seminary-Ave-60657/unit-A/home/13381093,MRED,11895259,N,Y,41.9414995,-87.656225
MLS Listing,,Condo/Co-op,545 N Dearborn St #1206,Chicago,IL,60654,344900,0,1.0,CHI - Near North Side,750,,2003,14,460,546,Active,,,https://www.redfin.com/IL/Chicago/545-N-Dearborn-St-60654/unit-1206/home/185636982,MRED,11890954,N,Y,41.892138,-87.6293649
MLS Listing,,Condo/Co-op,1515 S Prairie Ave #1004,Chicago,IL,60605,287000,1,1.5,CHI - Near South Side,900,,2003,14,319,807,Active,,,https://www.redfin.com/IL/Chicago/1515-S-Prairie-Ave-60605/unit-1004/home/12675088,MRED,11893269,N,Y,41.8617675,-87.6202181
MLS Listing,,Condo/Co-op,101 W Superior St #905,Chicago,IL,60654,475000,2,2.0,CHI - Near North Side,1075,,2004,17,442,726,Active,,,https://www.redfin.com/IL/Chicago/101-W-Superior-St-60654/unit-905/home/12638560,MRED,11883634,N,Y,41.8954259,-87.6317101
MLS Listing,,Condo/Co-op,516 W Oakdale Ave Unit 3E,Chicago,IL,60657,750000,3,2.0,CHI - Lake View,1600,,2003,17,469,480,Active,,,https://www.redfin.com/IL/Chicago/516-W-Oakdale-Ave-60657/unit-3E/home/12741424,MRED,11891737,N,Y,41.9357871,-87.6425787
MLS Listing,,Condo/Co-op,1450 N Fairfield Ave Unit 3R,Chicago,IL,60622,225000,2,1.0,CHI - West Town,950,,2003,18,237,137,Active,,,https://www.redfin.com/IL/Chicago/1450-N-Fairfield-Ave-60622/unit-3R/home/18917855,MRED,11885851,N,Y,41.9080844,-87.6960676
MLS Listing,,Condo/Co-op,848 W Erie St #2,Chicago,IL,60642,514000,2,2.0,CHI - West Town,,,2010,18,,115,Active,,,https://www.redfin.com/IL/Chicago/848-W-Erie-St-60642/unit-2/home/45508051,MRED,11885440,N,Y,41.8936162,-87.6495302
MLS Listing,,Condo/Co-op,1503 S State St #501,Chicago,IL,60605,319000,2,2.0,CHI - Near South Side,1200,,2004,18,266,543,Active,,,https://www.redfin.com/IL/Chicago/1503-S-State-St-60605/unit-501/home/23026068,MRED,11891458,N,Y,41.8618165,-87.6270372
MLS Listing,,Multi-Family (2-4 Unit),2500 N Mozart St,Chicago,IL,60647,1424900,6,5.5,CHI - Logan Square,,,1909,18,,,Active,,,https://www.redfin.com/IL/Chicago/2500-N-Mozart-St-60647/home/13450194,MRED,11891450,N,Y,41.9267365,-87.6989904
MLS Listing,,Condo/Co-op,5417 S Melvina Ave #10,Chicago,IL,60638,259000,2,2.0,CHI - Garfield Ridge,,,2000,18,,300,Active,,,https://www.redfin.com/IL/Chicago/5417-S-Melvina-Ave-60638/unit-10/home/144936124,MRED,11880550,N,Y,41.7938079,-87.7766914
MLS Listing,,Condo/Co-op,2524 N Willetts Ct Unit 1LN,Chicago,IL,60647,259900,1,1.0,CHI - Logan Square,750,,2007,18,347,234,Active,,,https://www.redfin.com/IL/Chicago/2524-N-Willetts-Ct-60647/unit-1LN/home/183730643,MRED,11890118,N,Y,41.9274554,-87.7033377
MLS Listing,,Vacant Land,11353 S Forest Ave,Chicago,IL,60628,24900,,,CHI - Roseland,,,,18,,,Active,,,https://www.redfin.com/IL/Chicago/11353-S-Forest-Ave-60628/home/13061624,MRED,11888172,N,Y,41.6875659,-87.615311
MLS Listing,,Single Family Residential,3336 W Crystal St,Chicago,IL,60651,415000,3,1.0,CHI - Humboldt Park,,3101,1890,19,,,Active,,,https://www.redfin.com/IL/Chicago/3336-W-Crystal-St-60651/home/13286531,MRED,11889119,N,Y,41.9039051,-87.7107085
MLS Listing,,Townhouse,1646 W Julian St Unit B,Chicago,IL,60622,699000,3,2.5,CHI - West Town,2400,,1993,19,291,113,Active,,,https://www.redfin.com/IL/Chicago/1646-W-Julian-St-60622/unit-B/home/14108414,MRED,11889862,N,Y,41.9085293,-87.6694571
MLS Listing,,Condo/Co-op,2337 W Harrison St #4,Chicago,IL,60612,263900,2,2.0,CHI - Near West Side,,,2003,20,,250,Active,,,https://www.redfin.com/IL/Chicago/2337-W-Harrison-St-60612/unit-4/home/22871686,MRED,11888838,N,Y,41.8737058,-87.6853291
MLS Listing,,Condo/Co-op,4216 S Ellis Ave Unit 3S,Chicago,IL,60653,549999,4,4.0,CHI - Oakland,3500,,2016,20,157,320,Active,,,https://www.redfin.com/IL/Chicago/4216-S-Ellis-Ave-60653/unit-3S/home/144510582,MRED,11889159,N,Y,41.8174267,-87.6022424
MLS Listing,,Single Family Residential,915 W 123rd St,Calumet Park,IL,60827,189900,4,2.0,Calumet Park,1400,4329,1913,20,136,,Active,,,https://www.redfin.com/IL/Calumet-Park/915-W-123rd-St-60827/home/13051142,MRED,11888919,N,Y,41.6703091,-87.6449776
MLS Listing,,Condo/Co-op,125 S Jefferson St #2408,Chicago,IL,60661,265000,1,1.0,CHI - Near West Side,780,,2003,24,340,580,Active,,,https://www.redfin.com/IL/Chicago/125-S-Jefferson-St-60661/unit-2408/home/12679364,MRED,11884131,N,Y,41.879941,-87.6421575
MLS Listing,,Condo/Co-op,10 E Ontario St #1602,Chicago,IL,60611,309000,1,1.0,CHI - Near North Side,995,,1981,24,311,757,Active,,,https://www.redfin.com/IL/Chicago/10-E-Ontario-St-60611/unit-1602/home/12620528,MRED,11886650,N,Y,41.8934976,-87.6277186
MLS Listing,,Condo/Co-op,3110 N Sheridan Rd #1902,Chicago,IL,60657,174000,1,1.0,CHI - Lake View,,,1965,24,,670,Active,,,https://www.redfin.com/IL/Chicago/3110-N-Sheridan-Rd-60657/unit-1902/home/13372488,MRED,11884734,N,Y,41.9383046,-87.6398248
MLS Listing,,Multi-Family (5+ Unit),3259 W 62nd Pl,Chicago,IL,60629,1150000,24,12.0,CHI - Chicago Lawn,,7993,1923,24,,,Active,,,https://www.redfin.com/IL/Chicago/3259-W-62nd-Pl-60629/home/14008338,MRED,11886436,N,Y,41.7797194,-87.7052829
MLS Listing,,Condo/Co-op,1446 W Chestnut St #2,Chicago,IL,60642,664900,3,2.0,CHI - West Town,1700,,2020,24,391,142,Active,,,https://www.redfin.com/IL/Chicago/1446-W-Chestnut-St-60642/unit-2/home/169505079,MRED,11886465,N,Y,41.8981708,-87.6643066
MLS Listing,,Condo/Co-op,1110 N Lake Shore Dr Unit 4N,Chicago,IL,60611,410000,3,2.5,CHI - Near North Side,2122,,1969,25,193,2540,Active,,,https://www.redfin.com/IL/Chicago/1110-N-Lake-Shore-Dr-60611/unit-4N/home/14122746,MRED,11885446,N,Y,41.9028792,-87.6249697
MLS Listing,,Single Family Residential,3009 N Newland Ave,Chicago,IL,60634,399900,4,3.5,CHI - Montclare,1190,,1968,25,336,,Active,,,https://www.redfin.com/IL/Chicago/3009-N-Newland-Ave-60634/home/13435309,MRED,11885328,N,Y,41.9347955,-87.7989839
MLS Listing,,Condo/Co-op,1528 S Wabash Ave #401,Chicago,IL,60605,275000,2,1.0,CHI - Near South Side,1180,,1914,25,233,672,Active,,,https://www.redfin.com/IL/Chicago/1528-S-Wabash-Ave-60605/unit-401/home/12694156,MRED,11885219,N,Y,41.8609592,-87.6260054
MLS Listing,,Condo/Co-op,1417 W Grand Ave Unit 2NE,Chicago,IL,60642,555000,2,2.5,CHI - West Town,1500,,2003,26,370,285,Active,,,https://www.redfin.com/IL/Chicago/1417-W-Grand-Ave-60642/unit-2NE/home/12669025,MRED,11877809,N,Y,41.8908693,-87.6629738
MLS Listing,,Condo/Co-op,2235 W Maypole Ave #303,Chicago,IL,60612,260000,2,2.0,Westhaven Park,1290,,2006,26,202,373,Active,,,https://www.redfin.com/IL/Chicago/2235-W-Maypole-Ave-60612/unit-303/home/52634678,MRED,11866822,N,Y,41.8836823,-87.682894
MLS Listing,,Condo/Co-op,1415 N Dearborn St Unit 21B,Chicago,IL,60610,289999,2,2.0,CHI - Near North Side,1300,,1973,28,223,1264,Active,,,https://www.redfin.com/IL/Chicago/1415-N-Dearborn-St-60610/unit-21B/home/14114779,MRED,11879459,N,Y,41.9082511,-87.6297466
MLS Listing,,Condo/Co-op,400 W Huron St #1002,Chicago,IL,60654,1499900,3,2.5,CHI - Near North Side,2200,,2017,28,682,2359,Active,,,https://www.redfin.com/IL/Chicago/400-W-Huron-St-60654/unit-1002/home/113165022,MRED,11882055,N,Y,41.8949755,-87.6387316
MLS Listing,,Condo/Co-op,1872 N Clybourn Ave #110,Chicago,IL,60614,469900,2,1.5,Clybourn Lofts,,,1901,31,,702,Active,,,https://www.redfin.com/IL/Chicago/1872-N-Clybourn-Ave-60614/unit-110/home/13350915,MRED,11880966,N,Y,41.915025,-87.655973
MLS Listing,,Single Family Residential,5009 N Melvina Ave,Chicago,IL,60630,425000,5,2.0,CHI - Jefferson Park,,3920,1956,32,,,Active,,,https://www.redfin.com/IL/Chicago/5009-N-Melvina-Ave-60630/home/13502602,MRED,11879521,N,Y,41.9724004,-87.7827967
MLS Listing,,Condo/Co-op,230 W Division St #702,Chicago,IL,60610,450000,2,2.0,Venetian,1300,,2001,32,346,842,Active,,,https://www.redfin.com/IL/Chicago/230-W-Division-St-60610/unit-702/home/12650713,MRED,11873490,N,Y,41.9040532,-87.6357004
MLS Listing,,Condo/Co-op,1371 W Crystal St Unit C,Chicago,IL,60642,339900,2,2.0,CHI - West Town,1200,,,32,283,164,Active,,,https://www.redfin.com/IL/Chicago/1371-W-Crystal-St-60642/unit-C/home/12564575,MRED,11847028,N,Y,41.9042639,-87.6621131
MLS Listing,,Townhouse,3466 W Belmont Ave Unit N,Chicago,IL,60618,414900,2,2.0,CHI - Avondale,1565,,2001,33,265,300,Active,,,https://www.redfin.com/IL/Chicago/3466-W-Belmont-Ave-60618/unit-N/home/12745329,MRED,11871107,N,Y,41.9393899,-87.7151588
MLS Listing,,Condo/Co-op,1800 W Grace St #325,Chicago,IL,60613,460000,2,2.0,CHI - North Center,1215,,2008,33,379,636,Active,,,https://www.redfin.com/IL/Chicago/1800-W-Grace-St-60613/unit-325/home/21669900,MRED,11878369,N,Y,41.9507284,-87.6742115
MLS Listing,,Condo/Co-op,340 W Superior St #804,Chicago,IL,60654,599900,2,2.0,CHI - Near North Side,1530,,2002,33,392,1255,Active,,,https://www.redfin.com/IL/Chicago/340-W-Superior-St-60654/unit-804/home/12680969,MRED,11871229,N,Y,41.8957828,-87.6377203
MLS Listing,,Condo/Co-op,3033 N Clybourn Ave #1,Chicago,IL,60618,749000,4,3.5,CHI - North Center,2770,,2018,34,270,232,Active,,,https://www.redfin.com/IL/Chicago/3033-N-Clybourn-Ave-60618/unit-1/home/13359508,MRED,11873355,N,Y,41.93685,-87.6840096
MLS Listing,,Condo/Co-op,2 E Erie St #2605,Chicago,IL,60611,484900,2,2.0,CHI - Near North Side,1295,,1999,34,374,979,Active,,,https://www.redfin.com/IL/Chicago/2-E-Erie-St-60611/unit-2605/home/12607722,MRED,11877415,N,Y,41.8943685,-87.6275053
MLS Listing,,Single Family Residential,3900 W Montrose Ave,Chicago,IL,60618,534000,5,4.0,CHI - Albany Park,2000,4138,1910,34,267,,Active,,,https://www.redfin.com/IL/Chicago/3900-W-Montrose-Ave-60618/home/13486508,MRED,11832483,N,Y,41.9611712,-87.7255787
MLS Listing,,Condo/Co-op,260 E Chestnut St #1208,Chicago,IL,60611,165000,0,1.0,Plaza on DeWitt,560,,1963,41,295,464,Active,,,https://www.redfin.com/IL/Chicago/260-E-Chestnut-St-60611/unit-1208/home/14118401,MRED,11869928,N,Y,41.8985263,-87.6196672
MLS Listing,,Single Family Residential,9368 S Longwood Dr,Chicago,IL,60643,629900,4,3.5,CHI - Beverly,3355,8494,1905,41,188,,Active,,,https://www.redfin.com/IL/Chicago/9368-S-Longwood-Dr-60643/home/13100165,MRED,11866319,N,Y,41.7234119,-87.6686121
MLS Listing,,Condo/Co-op,2403 W Berenice Ave #201,Chicago,IL,60618,575000,3,2.0,CHI - North Center,,,2019,42,,345,Active,,,https://www.redfin.com/IL/Chicago/2403-W-Berenice-Ave-60618/unit-201/home/185268096,MRED,11871343,N,Y,41.9511881,-87.6886895
MLS Listing,,Townhouse,1541 W Henderson St Unit O,Chicago,IL,60657,775000,3,2.5,CHI - Lake View,2340,,1996,42,331,531,Active,,,https://www.redfin.com/IL/Chicago/1541-W-Henderson-St-60657/unit-O/home/13382286,MRED,11870977,N,Y,41.9420329,-87.6680149
MLS Listing,,Condo/Co-op,221 E Cullerton St #616,Chicago,IL,60616,265000,1,1.0,Prairie Avenue Lofts,950,,2001,45,279,422,Active,,,https://www.redfin.com/IL/Chicago/221-E-Cullerton-St-60616/unit-616/home/12707899,MRED,11867476,N,Y,41.8553079,-87.6210253
MLS Listing,,Condo/Co-op,3242 N Milwaukee Ave Unit 4N,Chicago,IL,60618,599900,3,2.0,CHI - Avondale,1850,,2010,46,324,250,Active,,,https://www.redfin.com/IL/Chicago/3242-N-Milwaukee-Ave-60618/unit-4N/home/88575917,MRED,11866452,N,Y,41.9398362,-87.7255155
MLS Listing,,Condo/Co-op,653 N Kingsbury St #704,Chicago,IL,60654,1395000,3,3.0,CHI - Near North Side,2000,,2001,46,698,1690,Active,,,https://www.redfin.com/IL/Chicago/653-N-Kingsbury-St-60654/unit-704/home/12677309,MRED,11868961,N,Y,41.893666,-87.641324
MLS Listing,,Condo/Co-op,3000 N Hoyne Ave #1,Chicago,IL,60618,489000,3,2.0,CHI - North Center,,,1892,46,,170,Active,,,https://www.redfin.com/IL/Chicago/3000-N-Hoyne-Ave-60618/unit-1/home/12716382,MRED,11866991,N,Y,41.9360452,-87.6808297
MLS Listing,,Condo/Co-op,225 S Sangamon St #305,Chicago,IL,60607,314900,1,1.0,CHI - Near West Side,885,,2007,48,356,415,Active,,,https://www.redfin.com/IL/Chicago/225-S-Sangamon-St-60607/unit-305/home/52638473,MRED,11862948,N,Y,41.8782525,-87.6504831
MLS Listing,,Condo/Co-op,125 E 13th St #1003,Chicago,IL,60605,399900,2,2.0,Museum Park Lofts,,,2005,52,,542,Active,,,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-1003/home/12637702,MRED,11860892,N,Y,41.8655862,-87.62288
MLS Listing,,Single Family Residential,1035 W 92nd Pl,Chicago,IL,60620,289900,5,2.5,CHI - Washington Heights,1986,3750,1926,53,146,,Active,,,https://www.redfin.com/IL/Chicago/1035-W-92nd-Pl-60620/home/186780933,MRED,11860965,N,Y,41.7257021,-87.6495795
MLS Listing,,Single Family Residential,3504 W Medill Ave,Chicago,IL,60647,710000,4,3.5,CHI - Logan Square,2523,,1890,53,281,,Active,,,https://www.redfin.com/IL/Chicago/3504-W-Medill-Ave-60647/home/13420950,MRED,11861896,N,Y,41.9239162,-87.7140939
MLS Listing,,Townhouse,1435 S Prairie Ave Unit K,Chicago,IL,60605,525000,2,2.5,CHI - Near South Side,,,2000,59,,387,Active,,,https://www.redfin.com/IL/Chicago/1435-S-Prairie-Ave-60605/unit-K/home/172107314,MRED,11858060,N,Y,41.86374,-87.620693
MLS Listing,,Condo/Co-op,900 W Jackson Blvd Unit 7W,Chicago,IL,60607,799000,3,1.5,CHI - Near West Side,2300,,1905,60,347,963,Active,,,https://www.redfin.com/IL/Chicago/900-W-Jackson-Blvd-60607/unit-7W/home/186274653,MRED,11853559,N,Y,41.8780558,-87.6499
MLS Listing,,Condo/Co-op,757 N Orleans St #811,Chicago,IL,60654,479900,2,2.0,CHI - Near North Side,1248,,2008,63,385,665,Active,,,https://www.redfin.com/IL/Chicago/757-N-Orleans-St-60654/unit-811/home/52637338,MRED,11853660,N,Y,41.8963014,-87.6365635
MLS Listing,,Single Family Residential,7125 S Michigan Ave,Chicago,IL,60619,275000,4,3.0,CHI - Greater Grand Crossing,2241,5331,1908,66,123,,Active,,,https://www.redfin.com/IL/Chicago/7125-S-Michigan-Ave-60619/home/13920568,MRED,11834283,N,Y,41.7648218,-87.621361
MLS Listing,,Townhouse,1001 S Plymouth Ct Unit A,Chicago,IL,60605,579900,3,2.5,CHI - Loop,1800,,1980,66,322,430,Active,,,https://www.redfin.com/IL/Chicago/1001-S-Plymouth-Ct-60605/unit-A/home/14090734,MRED,11849010,N,Y,41.869628,-87.6277476
MLS Listing,,Condo/Co-op,4914 S Drexel Blvd Unit 2W,Chicago,IL,60615,165000,2,1.0,CHI - Kenwood,1200,,1922,67,138,558,Active,,,https://www.redfin.com/IL/Chicago/4914-S-Drexel-Blvd-60615/unit-2W/home/21784318,MRED,11849788,N,Y,41.8053822,-87.6044885
MLS Listing,,Condo/Co-op,60 E Monroe St #3905,Chicago,IL,60603,489000,1,1.0,CHI - Loop,,,2006,68,,701,Active,,,https://www.redfin.com/IL/Chicago/60-E-Monroe-St-60603/unit-3905/home/45512060,MRED,11848519,N,Y,41.8809978,-87.6256565
MLS Listing,,Single Family Residential,1518 E 73rd Pl,Chicago,IL,60619,384900,5,2.0,CHI - South Shore,1880,5227,1923,69,205,,Active,,,https://www.redfin.com/IL/Chicago/1518-E-73rd-Pl-60619/home/12598629,MRED,11840570,N,Y,41.761747,-87.587689
MLS Listing,,Condo/Co-op,3051 W Armitage Ave Unit 3W,Chicago,IL,60647,580000,3,2.0,CHI - Logan Square,1573,,2019,75,369,211,Active,,,https://www.redfin.com/IL/Chicago/3051-W-Armitage-Ave-60647/unit-3W/home/178526247,MRED,11842856,N,Y,41.9172019,-87.7043679
MLS Listing,,Single Family Residential,3327 W Glenlake Ave,Chicago,IL,60659,1199000,6,4.5,CHI - North Park,3800,8276,1946,76,316,,Active,,,https://www.redfin.com/IL/Chicago/3327-W-Glenlake-Ave-60659/home/13516913,MRED,11807188,N,Y,41.991859,-87.7125194
